Table S1. Data for the genome collection employed in this work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,Length,GC.content,Present.Markers,Completeness,Redundancy,Weighted.completeness,Weighted.redundancy,Contigs,N50,L50,N90,L90,CDs,
GCF_003668555.1,PRJNA224116,SAMN10220050,RCWN00000000.1,representative genome,2670375,2670375,Notoacmeibacter ruber,strain=M2BS9Y-3-1,,latest,Contig,Major,Full,2018-10-22,ASM366855v1,Research Center for Medicine & Biology,GCA_003668555.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/668/555/GCF_003668555.1_ASM366855v1,,assembly from type material,3254790,60.04,104,0.9905,1,0.9814,1,4,3023540,1,3023540,1,3090,
GCF_003722355.1,PRJNA224116,SAMN09908883,QWDD00000000.1,representative genome,369798,369798,Methylocystis hirsuta,strain=CSC1,,latest,Contig,Major,Full,2018-11-13,ASM372235v1,University of Valladolid,GCA_003722355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/722/355/GCF_003722355.1_ASM372235v1,,assembly from type material,4213043,62.43,104,0.9905,1.0481,0.9745,1.0504,4,3776027,1,260028,2,4179,
GCF_003863365.1,PRJNA224116,SAMN10482962,RQXT00000000.1,representative genome,425306,425306,Mesorhizobium tamadayense,strain=DSM 28320,,latest,Contig,Major,Full,2018-12-04,ASM386336v1,Beijing Academy of Agriculture and Forestry Science,GCA_003863365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/863/365/GCF_003863365.1_ASM386336v1,,assembly from type material,7534097,63.16,104,0.9905,1.0673,0.9814,1.071,303,99038,22,28391,74,7419,
GCF_003934165.1,PRJNA224116,SAMN10373289,RKST00000000.1,representative genome,1851146,1851146,Pseudaminobacter arsenicus,strain=CB3,,latest,Scaffold,Major,Full,2018-12-11,ASM393416v1,China University of Geosciences,GCA_003934165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/934/165/GCF_003934165.1_ASM393416v1,,assembly from type material,5448824,58.76,104,0.9905,1.0288,0.9814,1.0552,107,241998,7,34012,29,5096,
GCF_003938655.1,PRJNA224116,SAMN10387321,RJJT00000000.1,representative genome,574561,574561,Rhizobium pisi,strain=DSM 30132,,latest,Contig,Major,Full,2018-12-11,ASM393865v1,North West Agriculture and Forestry University,GCA_003938655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/938/655/GCF_003938655.1_ASM393865v1,,assembly from type material,6677025,60.97,105,1,1.0286,1,1.0376,72,283356,10,63350,31,6487,
GCF_003939025.1,PRJNA224116,SAMN10390643,RQIH00000000.1,representative genome,1535245,1535245,Rhizobium sophoriradicis,strain=CCBAU 03470,,latest,Contig,Major,Full,2018-12-11,ASM393902v1,North West Agriculture and Forestry University,GCA_003939025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/939/025/GCF_003939025.1_ASM393902v1,,assembly from type material,6665510,61.29,104,0.9905,1.0192,0.9814,1.0414,68,297932,9,87175,23,6394,
GCF_003952725.1,PRJNA224116,SAMN10095205,,representative genome,2341112,2341112,Georhizobium profundi,strain=WS11,,latest,Complete Genome,Major,Full,2018-12-18,ASM395272v1,Shanghai Ocean University,GCA_003952725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/725/GCF_003952725.1_ASM395272v1,,assembly from type material,4356607,62.3,104,0.9905,1.0192,0.9814,1.017,1,4356607,1,4356607,1,4196,
GCF_003966715.1,PRJNA224116,SAMD00131669,,representative genome,2233851,2233851,Blastochloris tepida,strain=GI,,latest,Complete Genome,Major,Full,2018-08-29,ASM396671v1,National Institute of Genetics,GCA_003966715.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/715/GCF_003966715.1_ASM396671v1,,assembly from type material,3949390,68.3,104,0.9905,1,0.9814,1,1,3949390,1,3949390,1,3524,
GCF_003970795.1,PRJNA224116,SAMN10531474,RWKW00000000.1,representative genome,2495581,2495581,Mesorhizobium carbonis,strain=B2.3,,latest,Contig,Major,Full,2018-12-16,ASM397079v1,China University of Petroleum (East China),GCA_003970795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/970/795/GCF_003970795.1_ASM397079v1,,assembly from type material,5345954,66.04,103,0.981,1.0194,0.9813,1.017,188,60530,26,14864,92,5087,
GCF_003985125.1,PRJNA224116,SAMN10387098,RJJV00000000.1,na,396,396,Rhizobium phaseoli,strain=ATCC 14482,,latest,Scaffold,Major,Full,2018-12-28,ASM398512v1,North West Agriculture and Forestry University,GCA_003985125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/985/125/GCF_003985125.1_ASM398512v1,,assembly from type material,6652103,61.36,104,0.9905,1.0288,0.9814,1.0617,80,270414,8,51124,30,6365,
GCF_003985135.1,PRJNA224116,SAMN10386394,RJJU00000000.1,representative genome,573179,573179,Rhizobium fabae,strain=CCBAU 33202,,latest,Scaffold,Major,Full,2018-12-28,ASM398513v1,North West Agriculture and Forestry University,GCA_003985135.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/985/135/GCF_003985135.1_ASM398513v1,,assembly from type material,6611877,61.06,105,1,1.0381,1,1.0376,41,379018,7,133830,18,6408,
GCF_003985145.1,PRJNA224116,SAMN10370526,RIBW00000000.1,representative genome,1184720,1184720,Rhizobium anhuiense,strain=CCBAU 23252,,latest,Scaffold,Major,Full,2018-12-28,ASM398514v1,North West Agriculture and Forestry University,GCA_003985145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/985/145/GCF_003985145.1_ASM398514v1,,assembly from type material,7122203,61.13,103,0.981,1.0097,0.9813,1.0123,44,321130,6,100566,20,6709,
GCF_003985155.1,PRJNA224116,SAMN10390720,RJTH00000000.1,representative genome,634290,634290,Rhizobium vallis,strain=CCBAU 65647,,latest,Scaffold,Major,Full,2018-12-28,ASM398515v1,North West Agriculture and Forestry University,GCA_003985155.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/985/155/GCF_003985155.1_ASM398515v1,,assembly from type material,7115113,60.77,104,0.9905,1.0385,0.9814,1.0657,62,440881,5,77642,17,6778,
GCF_003992625.1,PRJNA224116,SAMN10659958,RZMW00000000.1,representative genome,2029865,2029865,Pelagibacterium lentulum,strain=B2,,latest,Scaffold,Major,Full,2019-01-04,ASM399262v1,Second Institute of Oceanography. State Oceanic Administration,GCA_003992625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/992/625/GCF_003992625.1_ASM399262v1,,assembly from type material,4105996,57.67,104,0.9905,1.0096,0.9814,1.017,49,199196,7,41281,25,4093,
GCF_003992665.1,PRJNA224116,SAMN10659957,RZMX00000000.1,representative genome,2185280,2185280,Pelagibacterium montanilacus,strain=CCL18,,latest,Scaffold,Major,Full,2019-01-04,ASM399266v1,Second Institute of Oceanography. State Oceanic Administration,GCA_003992665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/992/665/GCF_003992665.1_ASM399266v1,,assembly from type material,3842394,64.12,105,1,1,1,1,59,185944,7,40824,21,3676,
GCF_003993795.1,PRJNA224116,SAMN10537679,RWKV00000000.1,representative genome,2496029,2496029,Aquabacter cavernae,strain=Sn-9-2,,latest,Scaffold,Major,Full,2019-01-04,ASM399379v1,State Key Laboratory for Conservation and Utilization of Bio-Resources in Yunnan,GCA_003993795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/993/795/GCF_003993795.1_ASM399379v1,,assembly from type material,4516483,67.49,104,0.9905,1.0096,0.9814,1.0224,19,512308,3,129084,8,3968,
GCF_003994485.1,PRJNA224116,SAMN10662543,RZNJ00000000.1,representative genome,1783274,1783274,Arsenicitalea aurantiaca,strain=42-50,,latest,Contig,Major,Full,2019-01-05,ASM399448v1,China University of Geosciences,GCA_003994485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/994/485/GCF_003994485.1_ASM399448v1,,assembly from type material,3686775,65.43,104,0.9905,1,0.9814,1,22,573327,3,150849,7,3544,
GCF_004023665.1,PRJNA224116,SAMN10696590,SAUF00000000.1,representative genome,1909496,1909496,Afifella aestuarii,strain=JA968,,latest,Contig,Major,Full,2019-01-15,ASM402366v1,JNTUH,GCA_004023665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/023/665/GCF_004023665.1_ASM402366v1,,assembly from type material,3918627,63.47,104,0.9905,1,0.9814,1,13,1220390,2,885564,3,3648,
GCF_004103825.1,PRJNA224116,SAMN10618166,RYFI00000000.1,representative genome,405005,405005,Hansschlegelia zhihuaiae,strain=S 113,,latest,Scaffold,Major,Full,2019-01-23,ASM410382v1,nanjing agricultural university,GCA_004103825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/103/825/GCF_004103825.1_ASM410382v1,,assembly from type material,4621517,68.21,104,0.9905,1.0192,0.9745,1.0322,61,189455,9,61154,25,4371,
GCF_004114425.1,PRJNA224116,SAMN10259397,RDQF00000000.1,representative genome,1549949,1549949,Bradyrhizobium vignae,strain=LMG 28791,,latest,Scaffold,Major,Full,2019-01-25,ASM411442v1,China Agricultural University,GCA_004114425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/425/GCF_004114425.1_ASM411442v1,,assembly from type material,8175609,63.21,104,0.9905,1.0288,0.9814,1.0383,156,130263,21,31992,73,7761,
GCF_004114535.1,PRJNA224116,SAMN03459137,LBJC00000000.1,representative genome,1325118,1325118,Bradyrhizobium nanningense,strain=CCBAU 53390,,latest,Scaffold,Major,Full,2019-01-25,ASM411453v1,China Agricultural University,GCA_004114535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/535/GCF_004114535.1_ASM411453v1,,assembly from type material,8290088,63.43,104,0.9905,1.0288,0.9814,1.033,82,296098,9,80114,28,7747,
GCF_004114915.1,PRJNA224116,SAMN02418808,,representative genome,1325115,1325115,Bradyrhizobium guangxiense,strain=CCBAU 53363,,latest,Complete Genome,Major,Full,2019-01-28,ASM411491v1,China Agricultural University,GCA_004114915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/915/GCF_004114915.1_ASM411491v1,,assembly from type material,8200121,63.91,104,0.9905,1.0096,0.9814,1.0227,2,7220948,1,979173,2,7797,
GCF_004114935.1,PRJNA224116,SAMN03459138,,representative genome,1325107,1325107,Bradyrhizobium zhanjiangense,strain=CCBAU 51778,,latest,Complete Genome,Major,Full,2019-01-28,ASM411493v1,China Agricultural University,GCA_004114935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/935/GCF_004114935.1_ASM411493v1,,assembly from type material,9342022,62.94,104,0.9905,1.0192,0.9814,1.0381,1,9342022,1,9342022,1,8858,
GCF_004114955.1,PRJNA224116,SAMN03459144,,representative genome,1325095,1325095,Bradyrhizobium guangzhouense,strain=CCBAU 51670,,latest,Complete Genome,Major,Full,2019-01-28,ASM411495v1,China Agricultural University,GCA_004114955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/955/GCF_004114955.1_ASM411495v1,,assembly from type material,8138177,63.39,104,0.9905,1.0192,0.9814,1.0397,2,7158886,1,979291,2,7655,
GCF_004114975.1,PRJNA224116,SAMN02415993,,representative genome,1325090,1325090,Bradyrhizobium guangdongense,strain=CCBAU 51649,,latest,Complete Genome,Major,Full,2019-01-28,ASM411497v1,China Agricultural University,GCA_004114975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/975/GCF_004114975.1_ASM411497v1,,assembly from type material,8437991,63.26,104,0.9905,1.0192,0.9814,1.0229,2,7456045,1,981946,2,8042,
GCF_004135935.1,PRJNA224116,SAMN08095357,,representative genome,569860,569860,Methylovirgula ligni,strain=BW863,,latest,Complete Genome,Major,Full,2019-02-04,ASM413593v1,Chungbuk National University,GCA_004135935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/135/935/GCF_004135935.1_ASM413593v1,,assembly from type material,3298588,62.31,104,0.9905,1,0.9745,1,1,3298588,1,3298588,1,3186,
GCF_004137085.1,PRJNA224116,SAMN09781800,QYBC00000000.1,representative genome,2316527,2316527,Lichenibacterium ramalinae,strain=RmlP001,,latest,Scaffold,Major,Full,2019-02-04,ASM413708v1,Research Center of Biotechnology RAS,GCA_004137085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/137/085/GCF_004137085.1_ASM413708v1,,assembly from type material,5801291,70.8,105,1,1.0286,1,1.0344,76,216247,10,47490,28,5393,
GCF_004137685.1,PRJNA224116,SAMN09781801,QYBB00000000.1,representative genome,2316528,2316528,Lichenibacterium minor,strain=RmlP026,,latest,Contig,Major,Full,2019-02-05,ASM413768v1,Research Center of Biotechnology RAS,GCA_004137685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/137/685/GCF_004137685.1_ASM413768v1,,assembly from type material,5916175,70.51,105,1,1.0381,1,1.059,199,127675,14,21479,61,5678,
GCF_004216635.1,PRJNA224116,SAMN10866394,SGWU00000000.1,na,1333996,1333996,Variibacter gotjawalensis,strain=DSM 29671,,latest,Scaffold,Major,Full,2019-02-20,ASM421663v1,DOE Joint Genome Institute,GCA_004216635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/216/635/GCF_004216635.1_ASM421663v1,,assembly from type material,4586032,62.23,104,0.9905,1.0192,0.9814,1.0216,2,3920140,1,665892,2,4445,
GCF_004216655.1,PRJNA224116,SAMN10864818,SGXB00000000.1,representative genome,28101,28101,Phyllobacterium myrsinacearum,strain=DSM 5893,,latest,Scaffold,Major,Full,2019-02-20,ASM421665v1,DOE Joint Genome Institute,GCA_004216655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/216/655/GCF_004216655.1_ASM421665v1,,assembly from synonym type material,5590798,59.21,104,0.9905,1.0096,0.9814,1.0017,18,713135,3,320388,8,5353,
GCF_004217385.1,PRJNA224116,SAMN10866329,SHLH00000000.1,na,28101,28101,Phyllobacterium myrsinacearum,strain=DSM 5892,,latest,Scaffold,Major,Full,2019-02-20,ASM421738v1,DOE Joint Genome Institute,GCA_004217385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/217/385/GCF_004217385.1_ASM421738v1,,assembly from type material,5424106,59.32,104,0.9905,1.0096,0.9814,1.0017,17,1327176,2,302773,7,5179,
GCF_004323635.1,PRJNA224116,SAMN10908461,,na,2528642,2528642,Lichenihabitans psoromatis,strain=PAMC 29148,,latest,Complete Genome,Major,Full,2019-03-04,ASM432363v1,KOREA POLAR RESEARCH INSTITUTE,GCA_004323635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/635/GCF_004323635.1_ASM432363v1,,assembly from type material,4836481,63.07,104,0.9905,1.0385,0.9998,1.0599,3,4645778,1,4645778,1,4576,
GCF_004328075.1,PRJNA224116,SAMN10986326,SJFN00000000.1,representative genome,1549641,1549641,Siculibacillus lacustris,strain=SA-279,,latest,Contig,Major,Full,2019-03-05,ASM432807v1,Eotvos Lorand University,GCA_004328075.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/328/075/GCF_004328075.1_ASM432807v1,,assembly from type material,5020870,69.24,103,0.981,1.0291,0.9804,1.0373,99,120665,14,35372,44,4540,
GCF_004331955.1,PRJNA224116,SAMN11037189,,representative genome,1852022,1852022,Roseitalea porphyridii,strain=MA7-20,,latest,Complete Genome,Major,Full,2019-03-07,ASM433195v1,Chung-Ang University,GCA_004331955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/331/955/GCF_004331955.1_ASM433195v1,,assembly from type material,3539672,66.56,104,0.9905,1,0.9814,1,1,3539672,1,3539672,1,3412,
GCF_004339465.1,PRJNA224116,SAMN10866377,SMFY00000000.1,representative genome,100,100,Ancylobacter aquaticus,strain=DSM 101,,latest,Contig,Major,Full,2019-03-11,ASM433946v1,DOE Joint Genome Institute,GCA_004339465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/339/465/GCF_004339465.1_ASM433946v1,,assembly from type material,4831989,67.02,104,0.9905,1,0.9814,1,11,1391578,2,281314,5,4432,
GCF_004341645.1,PRJNA224116,SAMN10363400,SLZO00000000.1,na,83263,83263,Aminobacter aminovorans,strain=DSM 7048,,latest,Scaffold,Major,Full,2019-03-11,ASM434164v1,DOE Joint Genome Institute,GCA_004341645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/341/645/GCF_004341645.1_ASM434164v1,,assembly from type material,5848363,63.19,104,0.9905,1.0192,0.9814,1.026,29,467483,5,105341,14,5668,
GCF_004341885.1,PRJNA224116,SAMN10866395,SLVX00000000.1,representative genome,323621,323621,Shinella granuli,strain=DSM 18401,,latest,Scaffold,Major,Full,2019-03-11,ASM434188v1,DOE Joint Genome Institute,GCA_004341885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/341/885/GCF_004341885.1_ASM434188v1,,assembly from type material,6590828,65.03,104,0.9905,1.0192,0.9998,1.0376,97,209456,9,40188,32,6317,
GCF_004342915.1,PRJNA224116,SAMN10866396,SLWL00000000.1,representative genome,659006,659006,Camelimonas lactis,strain=DSM 22958,,latest,Contig,Major,Full,2019-03-11,ASM434291v1,DOE Joint Genome Institute,GCA_004342915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/342/915/GCF_004342915.1_ASM434291v1,,assembly from type material,4176633,66.29,104,0.9905,1.0096,0.9814,1.0239,53,207571,6,57463,19,3618,
GCF_004346185.1,PRJNA224116,SAMN10362896,SMAI00000000.1,representative genome,933073,933073,Aquabacter spiritensis,strain=DSM 9035,,latest,Scaffold,Major,Full,2019-03-11,ASM434618v1,DOE Joint Genome Institute,GCA_004346185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/346/185/GCF_004346185.1_ASM434618v1,,assembly from type material,5162879,67.56,104,0.9905,1.0096,0.9814,1.017,52,274730,6,108176,18,4645,
GCF_004346195.1,PRJNA224116,SAMN10363316,SMAK00000000.1,representative genome,747076,747076,Tepidamorphus gemmatus,strain=DSM 19345,,latest,Scaffold,Major,Full,2019-03-11,ASM434619v1,DOE Joint Genome Institute,GCA_004346195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/346/195/GCF_004346195.1_ASM434619v1,,assembly from type material,3781903,67.59,104,0.9905,1.0096,0.9814,1.0008,32,380665,4,75366,13,3564,
GCF_004348265.1,PRJNA224116,SAMN11087661,SMNT00000000.1,representative genome,2488750,2488750,Methylobacterium segetis,strain=17J42-1,,latest,Contig,Major,Full,2019-03-13,ASM434826v1,College of Agriculture and Life Sciences. Kyungpook National University,GCA_004348265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/348/265/GCF_004348265.1_ASM434826v1,,assembly from type material,5591199,70.18,104,0.9905,1.0192,0.9745,1.0458,256,42399,43,11699,133,5437,
GCF_004354915.1,PRJNA224116,SAMN11102717,SMSI00000000.1,representative genome,877384,877384,Pseudohoeflea suaedae,strain=YC6898,,latest,Contig,Major,Full,2019-03-18,ASM435491v1,Chung-Ang University,GCA_004354915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/354/915/GCF_004354915.1_ASM435491v1,,assembly from type material,3772164,62.54,103,0.981,1.0194,0.9813,1.0362,21,2102496,1,363614,4,3525,
GCF_004358025.1,PRJNA224116,SAMN11109654,SMTL00000000.1,representative genome,2547961,2547961,Rhizobium deserti,strain=SPY-1,,latest,Contig,Major,Full,2019-03-19,ASM435802v1,Chinese Academy of Forestry,GCA_004358025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/358/025/GCF_004358025.1_ASM435802v1,,assembly from type material,4747674,59.96,102,0.9714,1.0294,0.972,1.0569,29,1157938,2,220106,7,4591,
GCF_004362745.1,PRJNA224116,SAMN10362898,SNXY00000000.1,representative genome,1920512,1920512,Oharaeibacter diazotrophicus,strain=DSM 102969,,latest,Contig,Major,Full,2019-03-22,ASM436274v1,DOE Joint Genome Institute,GCA_004362745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/362/745/GCF_004362745.1_ASM436274v1,,assembly from type material,4991892,71.61,104,0.9905,1,0.9814,1,14,810054,2,230511,6,4507,
GCF_004363175.1,PRJNA224116,SAMN04488141,SNYR00000000.1,representative genome,483324,483324,Maritalea mobilis,strain=CGMCC 1.7002,,latest,Scaffold,Major,Full,2019-03-22,ASM436317v1,DOE Joint Genome Institute,GCA_004363175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/363/175/GCF_004363175.1_ASM436317v1,,assembly from type material,3467317,51.36,105,1,1.019,1,1.0298,7,968542,2,712641,3,3388,
GCF_004363725.1,PRJNA224116,SAMN09064520,SNZF00000000.1,representative genome,69279,69279,Aquamicrobium defluvii,strain=DSM 11603,,latest,Scaffold,Major,Full,2019-03-22,ASM436372v1,DOE Joint Genome Institute,GCA_004363725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/363/725/GCF_004363725.1_ASM436372v1,,assembly from type material,4522399,63.14,104,0.9905,1.0096,0.9814,1.017,91,132816,12,33066,38,4423,
GCF_004363955.1,PRJNA224116,SAMN10866397,SNZR00000000.1,representative genome,1339210,1339210,Enterovirga rhinocerotis,strain=DSM 25903,,latest,Contig,Major,Full,2019-03-22,ASM436395v1,DOE Joint Genome Institute,GCA_004363955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/363/955/GCF_004363955.1_ASM436395v1,,assembly from type material,5166770,68.54,105,1,1,1,1,20,1032375,2,245878,6,4874,
GCF_004365425.1,PRJNA224116,SAMN10864780,SODG00000000.1,representative genome,1136135,1136135,Rhizobium azibense,strain=23C2,,latest,Scaffold,Major,Full,2019-03-22,ASM436542v1,DOE Joint Genome Institute,GCA_004365425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/365/425/GCF_004365425.1_ASM436542v1,,assembly from type material,7371895,59.53,105,1,1.0381,1,1.0548,54,287997,10,90166,29,7217,
GCF_004458765.1,PRJNA224116,SAMN11254547,SPJX00000000.1,representative genome,1682650,1682650,Microvirga pakistanensis,strain=NCCP-1258,,latest,Contig,Major,Full,2019-03-27,ASM445876v1,Southwest Forestry University,GCA_004458765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/458/765/GCF_004458765.1_ASM445876v1,,assembly from type material,5764046,63.29,105,1,1.0857,1,1.0847,723,239978,9,37356,31,5930,
GCF_004519335.1,PRJNA224116,SAMN11174978,SOZD00000000.1,representative genome,2558362,2558362,Jiella endophytica,strain=CBS5Q-3,,latest,Contig,Major,Full,2019-03-27,ASM451933v1,Research Center for Medicine & Biology,GCA_004519335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/519/335/GCF_004519335.1_ASM451933v1,,assembly from type material,5252418,66.51,104,0.9905,1.2115,0.9814,1.0406,28,669366,3,85583,9,4795,
